trigger,match_type,promote_url,previous_promote_url,source,target_current_rank,current_top_result,priority,promotion_needed,disambiguated,url_level_original,rule_applied,change_note
arizona equine,exact,https://www.arizona.edu/degree-search/majors/animal-sciences-equine-emphasis,https://www.arizona.edu/degree-search/majors/animal-sciences-equine-emphasis,ahrefs,13,https://www.arizona.edu/admissions,"P2 target present, buried",yes,,EMPHASIS,Rule 2 — specific entity (kept),
arizona paraprofessional certification,exact,https://www.arizona.edu/degree-search/majors/legal-paraprofessional,https://www.arizona.edu/degree-search/majors/legal-paraprofessional,ahrefs,1,https://www.arizona.edu/degree-search/majors/legal-paraprofessional,P0 already #1,no (already #1),,BASE,REVIEW: base-page mapping (verify generic vs keep),trigger not a clean field-name match; left unchanged
arizona philosophy,exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/philosophy-ba,ahrefs,absent,https://sbs.arizona.edu/,"P2 relevant buried, target absent",yes,,UG,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/philosophy-ba
arizona politics,exact,https://www.arizona.edu/degree-search/majors/political-science-american-politics-emphasis,https://www.arizona.edu/degree-search/majors/political-science-american-politics-emphasis,ahrefs,6,https://www.arizona.edu/admissions,"P2 target present, buried",yes,,EMPHASIS,Rule 2 — specific entity (kept),
arizona state university pa program,exact,https://www.arizona.edu/degree-search/majors/physician-assistant,https://www.arizona.edu/degree-search/majors/physician-assistant,ahrefs,absent,https://www.arizona.edu/degree-search,"P2 relevant buried, target absent",yes,,BASE,REVIEW: base-page mapping (verify generic vs keep),trigger not a clean field-name match; left unchanged
arizona university mba,exact,https://www.arizona.edu/degree-search/majors/business-administration-mba,https://www.arizona.edu/degree-search/majors/business-administration-mba,ahrefs,2,https://eller.arizona.edu/,"P2 target present, buried",yes,,GRAD,Rule 2 — specific entity (kept),
art and education,exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/art-and-visual-culture-education-teaching-emphasis,metadata,absent,https://cfa.arizona.edu/,"P2 relevant buried, target absent",yes,,EMPHASIS,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/art-and-visual-culture-education-teaching-emphasis
art and visual culture education,exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/art-and-visual-culture-education,metadata,6,https://cfa.arizona.edu/,"P2 target present, buried",yes,,BASE,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/art-and-visual-culture-education
art education community and museums,exact,https://www.arizona.edu/degree-search/majors/art-and-visual-culture-education-community-museums-emphasis,https://www.arizona.edu/degree-search/majors/art-and-visual-culture-education-community-museums-emphasis,metadata,18,https://cfa.arizona.edu/,"P2 target present, buried",yes,,EMPHASIS,Rule 2 — specific entity (kept),
art history,exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/art-history,metadata,absent,https://cfa.arizona.edu/,"P2 relevant buried, target absent",yes,,BASE,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/art-history
art history and education,exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/art-history-and-education,metadata,absent,https://cfa.arizona.edu/,"P2 relevant buried, target absent",yes,,BASE,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/art-history-and-education
art history ba,exact,https://www.arizona.edu/degree-search/majors/art-history-ba,https://www.arizona.edu/degree-search/majors/art-history-ba,metadata,absent,https://cfa.arizona.edu/,"P2 relevant buried, target absent",yes,yes,UG,Rule 2 — specific entity (kept),
art history masters degree,exact,https://www.arizona.edu/degree-search/majors/art-history-ma,https://www.arizona.edu/degree-search/majors/art-history-ma,ahrefs,absent,https://cfa.arizona.edu/,"P2 relevant buried, target absent",yes,,GRAD,Rule 2 — specific entity (kept),
artificial intelligence university,exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/artificial-intelligence,ahrefs,absent,https://azcast.arizona.edu/node/803,"P2 relevant buried, target absent",yes,,BASE,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/artificial-intelligence
asian dp,exact,https://www.arizona.edu/degree-search/majors/east-asian-studies-dp,https://www.arizona.edu/degree-search/majors/east-asian-studies-dp,ahrefs,absent,https://coh-it.arizona.edu/purchase_req/adapters-mini-dp-vga-mini-dp-hdmi-usb-c-vga-usb-c-hdmi,"P2 relevant buried, target absent",yes,,PHD,Rule 2 — specific entity (kept),
asm degree,exact,https://www.arizona.edu/degree-search/majors/agricultural-systems-management,https://www.arizona.edu/degree-search/majors/agricultural-systems-management,ahrefs,absent,https://www.arizona.edu/degree-search,P1 all results off-topic,yes,,BASE,REVIEW: base-page mapping (verify generic vs keep),trigger not a clean field-name match; left unchanged
astronomy and astrophysics,exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/astronomy-and-astrophysics,metadata,absent,https://science.arizona.edu/,P1 all results off-topic,yes,,BASE,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/astronomy-and-astrophysics
asu biotechnology,exact,https://www.arizona.edu/degree-search/majors/applied-biotechnology,https://www.arizona.edu/degree-search/majors/applied-biotechnology,ahrefs,14,https://www.arizona.edu/degree-search/majors/applied-biotechnology-industrial-plant-and-microbial-biotechnology-emphasis,"P2 target present, buried",yes,,BASE,REVIEW: base-page mapping (verify generic vs keep),trigger not a clean field-name match; left unchanged
asu computer systems engineering,exact,https://www.arizona.edu/degree-search/majors/systems-engineering-bsse,https://www.arizona.edu/degree-search/majors/systems-engineering-bsse,ahrefs,absent,https://engineering.arizona.edu/index,"P2 relevant buried, target absent",yes,,UG,Rule 2 — specific entity (kept),
asu global health,exact,https://www.arizona.edu/degree-search/majors/public-health-global-health-emphasis,https://www.arizona.edu/degree-search/majors/public-health-global-health-emphasis,ahrefs,absent,https://international.arizona.edu/study-abroad,"P2 relevant buried, target absent",yes,,EMPHASIS,Rule 2 — specific entity (kept),
asu meteorology,exact,https://www.arizona.edu/degree-search/majors/hydrology-and-atmospheric-sciences-meteorology-and-atmospheric-sciences-emphasis,https://www.arizona.edu/degree-search/majors/hydrology-and-atmospheric-sciences-meteorology-and-atmospheric-sciences-emphasis,ahrefs,absent,https://climas.arizona.edu/publication/arizona-meteorological-network-brief-overview,"P2 relevant buried, target absent",yes,,EMPHASIS,Rule 2 — specific entity (kept),
asu neuroscience major map,exact,https://www.arizona.edu/degree-search/majors/neuroscience-and-cognitive-science-cognition-emphasis,https://www.arizona.edu/degree-search/majors/neuroscience-and-cognitive-science-cognition-emphasis,ahrefs,absent,https://www.arizona.edu/degree-search,"P2 relevant buried, target absent",yes,,EMPHASIS,Rule 2 — specific entity (kept),
atmospheric sciences,exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/atmospheric-sciences-ms,metadata,absent,https://has.arizona.edu/people/committees/admissions-committee,"P2 relevant buried, target absent",yes,,GRAD,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/atmospheric-sciences-ms
atmospheric sciences phd,exact,https://www.arizona.edu/degree-search/majors/atmospheric-sciences-dp,https://www.arizona.edu/degree-search/majors/atmospheric-sciences-dp,metadata,absent,https://has.arizona.edu/people/committees/admissions-committee,"P2 relevant buried, target absent",yes,yes,PHD,Rule 2 — specific entity (kept),
aviation engineering degree,exact,https://www.arizona.edu/degree-search/majors/aerospace-engineering-bsae,https://www.arizona.edu/degree-search/majors/aerospace-engineering-bsae,ahrefs,absent,https://www.arizona.edu/degree-search,"P2 relevant buried, target absent",yes,,UG,Rule 2 — specific entity (kept),
ba film,exact,https://www.arizona.edu/degree-search/majors/film-and-television-ba,https://www.arizona.edu/degree-search/majors/film-and-television-ba,ahrefs,3,https://cfa.arizona.edu/,"P2 target present, buried",yes,,UG,Rule 2 — specific entity (kept),
ba music education,exact,https://www.arizona.edu/degree-search/majors/music-education,https://www.arizona.edu/degree-search/majors/music-education,ahrefs,absent,https://education.arizona.edu/,"P2 relevant buried, target absent",yes,,BASE,Rule 2 — REVIEW: specific term on base page,needs UG entity; no matching level page in dataset — verify
bachelor degree animal science,exact,https://www.arizona.edu/degree-search/majors/animal-sciences-science-and-pre-professional-emphasis,https://www.arizona.edu/degree-search/majors/animal-sciences-science-and-pre-professional-emphasis,ahrefs,11,https://www.arizona.edu/degree-search,"P2 target present, buried",yes,,EMPHASIS,Rule 2 — specific entity (kept),
bachelor of arts in computer science,exact,https://www.arizona.edu/degree-search/majors/computer-science-ba,https://www.arizona.edu/degree-search/majors/computer-science-ba,ahrefs,3,https://science.arizona.edu/,"P2 target present, buried",yes,,UG,Rule 2 — specific entity (kept),
bachelor of film and television,exact,https://www.arizona.edu/degree-search/majors/film-and-television-bfa,https://www.arizona.edu/degree-search/majors/film-and-television-bfa,ahrefs,4,https://cfa.arizona.edu/,"P2 target present, buried",yes,,UG,Rule 2 — specific entity (kept),
bachelor of fine arts photography,exact,https://www.arizona.edu/degree-search/majors/studio-art-photography-video-and-imaging-emphasis,https://www.arizona.edu/degree-search/majors/studio-art-photography-video-and-imaging-emphasis,ahrefs,1,https://www.arizona.edu/degree-search/majors/studio-art-photography-video-and-imaging-emphasis,P0 already #1,no (already #1),,EMPHASIS,Rule 2 — specific entity (kept),
bachelor of science chemistry,exact,https://www.arizona.edu/degree-search/majors/chemistry-bs,https://www.arizona.edu/degree-search/majors/chemistry-bs,ahrefs,absent,https://science.arizona.edu/,"P2 relevant buried, target absent",yes,,UG,Rule 2 — specific entity (kept),
bachelor of science in business economics,exact,https://www.arizona.edu/degree-search/majors/business-economics,https://www.arizona.edu/degree-search/majors/business-economics,ahrefs,absent,https://eller.arizona.edu/,"P2 relevant buried, target absent",yes,,BASE,Rule 2 — REVIEW: specific term on base page,needs UG entity; no matching level page in dataset — verify
bachelor's in geology,exact,https://www.arizona.edu/degree-search/majors/geosciences-geology-emphasis,https://www.arizona.edu/degree-search/majors/geosciences-geology-emphasis,ahrefs,1,https://www.arizona.edu/degree-search/majors/geosciences-geology-emphasis,P0 already #1,no (already #1),,EMPHASIS,Rule 2 — specific entity (kept),
bachelors in religious studies,exact,https://www.arizona.edu/degree-search/majors/religious-studies,https://www.arizona.edu/degree-search/majors/religious-studies,ahrefs,1,https://www.arizona.edu/degree-search/majors/religious-studies,P0 already #1,no (already #1),,BASE,Rule 2 — REVIEW: specific term on base page,needs UG entity; no matching level page in dataset — verify
bachelors in studio art,exact,https://www.arizona.edu/degree-search/majors/studio-art,https://www.arizona.edu/degree-search/majors/studio-art,ahrefs,5,https://cfa.arizona.edu/,"P2 target present, buried",yes,,BASE,Rule 2 — REVIEW: specific term on base page,needs UG entity; no matching level page in dataset — verify
bachelors of arts computer science,exact,https://www.arizona.edu/degree-search/majors/computer-science-ba,https://www.arizona.edu/degree-search/majors/computer-science-ba,ahrefs,3,https://science.arizona.edu/,"P2 target present, buried",yes,,UG,Rule 2 — specific entity (kept),
bachelors of arts in computer science,exact,https://www.arizona.edu/degree-search/majors/computer-science-ba,https://www.arizona.edu/degree-search/majors/computer-science-ba,ahrefs,3,https://science.arizona.edu/,"P2 target present, buried",yes,,UG,Rule 2 — specific entity (kept),
